TUCASEID,TULINENO,TUYEAR,TUMONTH,TEABSRSN,TEERN,TEERNH1O,TEERNH2,TEERNHRO,TEERNHRY,TEERNPER,TEERNRT,TEERNUOT,TEERNWKP,TEHRFTPT,TEHRUSL1,TEHRUSL2,TEHRUSLT,TEIO1COW,TEIO1ICD,TEIO1OCD,TELAYAVL,TELAYLK,TELFS,TELKAVL,TELKM1,TEMJOT,TERET1,TESCHENR,TESCHFT,TESCHLVL,TESPEMPNOT,TESPUHRS,TRCHILDNUM,TRDPFTPT,TRDTIND1,TRDTOCC1,TRERNHLY,TRERNUPD,TRERNWA,TRHERNAL,TRHHCHILD,TRHOLIDAY,TRIMIND1,TRMJIND1,TRMJOCC1,TRMJOCGR,TRNHHCHILD,TRNUMHOU,TROHHCHILD,TRSPFTPT,TRSPPRES,TRTALONE,TRTALONE_WK,TRTCC,TRTCCC,TRTCCC_WK,TRTCCTOT,TRTCHILD,TRTCOC,TRTEC,TRTFAMILY,TRTFRIEND,TRTHH,TRTHHFAMILY,TRTNOCHILD,TRTNOHH,TRTO,TRTOHH,TRTOHHCHILD,TRTONHH,TRTONHHCHILD,TRTSPONLY,TRTSPOUSE,TRTUNMPART,TRWERNAL,TRYHHCHILD,TTHR,TTOT,TTWK,TUABSOT,TUBUS,TUBUS1,TUBUS2OT,TUBUSL1,TUBUSL2,TUBUSL3,TUBUSL4,TUCC2,TUCC4,TUCC5B_CK,TUCC5_CK,TUCC9,TUDIARYDATE,TUDIARYDAY,TUDIS,TUDIS1,TUDIS2,TUECYTD,TUELDER,TUELFREQ,TUELNUM,TUERN2,TUERNH1C,TUFINLWGT,TUFWK,TUIO1MFG,TUIODP1,TUIODP2,TUIODP3,TULAY,TULAY6M,TULAYAVR,TULAYDT,TULK,TULKAVR,TULKDK1,TULKDK2,TULKDK3,TULKDK4,TULKDK5,TULKDK6,TULKM2,TULKM3,TULKM4,TULKM5,TULKM6,TULKPS1,TULKPS2,TULKPS3,TULKPS4,TULKPS5,TULKPS6,TURETOT,TUSPABS,TUSPUSFT,TUSPWK,TXABSRSN,TXERN,TXERNH1O,TXERNH2,TXERNHRO,TXERNHRY,TXERNPER,TXERNRT,TXERNUOT,TXERNWKP,TXHRFTPT,TXHRUSL1,TXHRUSL2,TXHRUSLT,TXIO1COW,TXIO1ICD,TXIO1OCD,TXLAYAVL,TXLAYLK,TXLFS,TXLKAVL,TXLKM1,TXMJOT,TXRET1,TXSCHENR,TXSCHFT,TXSCHLVL,TXSPEMPNOT,TXSPUHRS,TXTCC,TXTCCTOT,TXTCOC,TXTHH,TXTNOHH,TXTO,TXTOHH,TXTONHH,TRLVMODR
20240112231105,1,2024,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,030,-1,030,6,4670,4700,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,7,1,2,22,16,-1,-1,-1,-1,1,0,7,5,4,3,2,3,1,2,1,0,0,0,0,0,0,0,0,-1,10,715,0,10,0,0,0,0,0,0,0,10,10,0,-1,14,0,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,20240121,1,-1,-1,-1,-1,2,-1,-1,-1,-1,6537400.107979,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1
20240112231111,1,2024,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,1,2,-1,3,995,995,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240118,5,-1,-1,-1,-1,2,-1,-1,-1,-1,10247222.946571,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240112231112,1,2024,1,-1,-1,1600,-1,25,1,1,-1,2,-1,-1,025,-1,025,4,8680,4110,-1,-1,1,-1,-1,2,-1,-1,-1,-1,2,-1,0,2,46,13,1600,1,40000,1,2,0,18,11,3,2,2,2,2,-1,1,111,111,0,0,0,0,0,0,-1,699,0,0,699,0,0,0,0,0,0,0,699,699,0,1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240107,1,-1,-1,-1,-1,2,-1,-1,-1,-1,5693708.101066,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,1,1,41,1,11,42,13,1,41,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,0
20240112231115,1,2024,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,2,-1,-1,1,-4,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,2,3,1,3,1,320,320,795,0,0,795,860,0,-1,860,0,795,860,0,0,795,795,860,0,0,0,10,0,-1,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,07:00:00,00:15:00,-1,-1,-1,20240125,5,-1,-1,-1,2,1,2,1,-1,-1,15833154.062961,2,-1,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,-1
20240112231116,1,2024,1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,040,-1,040,6,7690,4200,-1,-1,2,-1,-1,2,-1,2,-1,-1,1,40,1,1,38,14,-1,-1,-1,-1,1,0,14,9,3,2,2,3,1,1,2,120,120,460,0,0,460,560,0,-1,560,0,460,560,0,0,460,460,560,0,0,0,0,760,-1,5,0,0,0,2,1,2,-1,1,-1,-1,-1,07:00:00,19:30:00,-1,-1,-1,20240127,7,-1,-1,-1,-1,2,-1,-1,-1,-1,11186597.223259,2,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,-1
20240112231117,1,2024,1,5,-1,-1,3300,-1,1,3,1,2,-1,-1,040,-1,040,4,7380,1108,-1,-1,2,-1,-1,2,-1,-1,-1,-1,2,-1,0,1,36,3,3300,0,180000,0,2,0,13,9,2,1,2,2,2,-1,1,0,0,0,0,0,0,0,0,-1,780,0,0,780,0,0,0,0,0,0,0,780,780,0,0,-1,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240121,1,-1,-1,-1,-1,2,-1,-1,-1,-1,3405761.003364,2,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20240112231118,1,2024,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,660,660,0,0,0,0,0,0,-1,270,0,0,270,0,0,0,0,0,0,0,270,270,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240114,1,-1,-1,-1,2,1,1,1,-1,-1,2873930.448352,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240112231129,1,2024,1,-1,-1,-1,-1,-1,2,6,2,2,52,-1,055,-1,055,4,2190,1760,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,55,0,1,19,5,-1,1,288461,-1,2,0,5,4,2,1,2,2,2,1,1,40,485,0,0,0,0,0,0,-1,450,0,0,450,0,0,0,0,0,0,0,450,450,0,0,-1,0,0,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240119,6,-1,-1,-1,-1,2,-1,-1,-1,-1,20302546.857347,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,1
20240112231135,1,2024,1,-1,-1,-1,-1,-1,2,6,2,2,52,-1,040,-1,040,4,7380,0710,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,40,2,1,36,2,-1,0,157692,-1,1,0,13,9,1,1,2,4,1,1,2,25,25,330,0,0,330,775,0,-1,775,0,330,775,0,0,330,330,775,0,0,0,0,790,0,6,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,08:00:00,21:00:00,-1,-1,-1,20240120,7,-1,-1,-1,-1,2,-1,-1,-1,-1,3266340.635812,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,1
20240112231139,1,2024,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,3,2,-1,3,795,795,0,0,0,0,0,0,-1,25,0,0,25,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240113,7,-1,-1,-1,-1,2,-1,-1,-1,-1,4517342.882140,3,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240112231143,1,2024,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,022,-1,022,7,8564,2752,-1,-1,1,-1,-1,2,-1,2,-1,-1,-1,-1,1,2,44,9,-1,-1,-1,-1,1,0,17,11,2,1,2,2,1,-1,3,75,75,0,0,0,0,235,0,-1,235,0,0,235,0,0,0,0,235,0,0,0,0,0,-1,13,0,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,20240128,1,-1,-1,-1,2,1,5,2,-1,-1,2311861.242689,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240112231169,1,2024,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,030,-1,030,7,7072,0810,-1,-1,1,-1,-1,2,-1,-1,-1,-1,2,-1,0,2,34,2,-1,-1,-1,-1,2,0,12,8,1,1,2,2,2,-1,1,10,515,0,0,0,0,0,0,-1,135,0,0,135,0,0,0,0,0,0,0,135,135,0,-1,-1,0,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,20240129,2,-1,-1,-1,-1,2,-1,-1,-1,-1,10573293.346216,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240112231175,1,2024,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,165,165,0,0,0,0,0,0,-1,555,0,0,555,0,0,0,0,0,0,0,555,555,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240113,7,-1,1,-1,-1,2,-1,-1,-1,-1,11214928.616361,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240112231176,1,2024,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,3,2,-1,1,635,635,0,0,0,0,0,0,-1,190,0,0,190,0,0,0,0,0,0,0,190,190,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240107,1,-1,-1,-1,-1,1,6,-1,-1,-1,5145272.127762,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240112231178,1,2024,1,-1,-1,2950,-1,40,1,1,-1,2,-1,-1,045,-1,045,4,3291,8140,-1,-1,1,-1,-1,2,-1,2,-1,-1,-1,-1,0,1,7,21,2950,0,118000,0,2,0,4,4,9,6,2,2,2,-1,3,170,170,0,0,595,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240102,3,-1,-1,-1,-1,2,-1,-1,-1,-1,14849485.174831,1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20240112231182,1,2024,1,-1,-1,-1,-1,-1,2,6,2,2,52,-1,050,-1,050,4,7380,0440,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,50,3,1,36,1,-1,0,240384,-1,1,0,13,9,1,1,2,5,1,1,1,75,619,40,0,0,40,261,0,-1,366,0,40,366,0,0,40,40,261,0,0,105,215,0,0,5,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,07:15:00,22:15:00,-1,-1,-1,20240110,4,-1,-1,-1,-1,2,-1,-1,-1,-1,14439506.181078,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,1
20240112231186,1,2024,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,120,120,0,0,0,0,0,0,-1,720,0,0,720,0,0,0,0,0,0,0,720,720,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240107,1,-1,-1,-1,-1,2,-1,-1,-1,-1,3250782.000923,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240112231200,1,2024,1,-1,-1,-1,-1,-1,2,6,2,2,52,-1,040,-1,040,4,6970,0800,-1,-1,1,-1,-1,2,-1,-1,-1,-1,1,40,0,1,32,2,-1,0,211538,-1,2,0,11,8,1,1,2,2,2,1,1,115,620,0,0,0,0,0,0,-1,270,0,0,270,0,0,0,0,0,0,0,270,270,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240118,5,-1,-1,-1,-1,2,-1,-1,-1,-1,13091496.456279,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,1
20240112231203,1,2024,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,1,2,-1,3,840,840,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240120,7,-1,-1,-1,-1,2,-1,-1,-1,-1,3187238.272945,2,-1,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240112231207,1,2024,1,-1,-1,-1,-1,-1,2,6,2,2,52,-1,037,028,065,3,7860,2330,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,40,8,-1,0,57692,-1,2,0,15,10,2,1,2,1,2,-1,3,529,870,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240128,1,-1,-1,-1,-1,2,-1,-1,-1,-1,2833929.086047,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20240112231208,1,2024,1,-1,-1,-1,-1,-1,2,3,2,2,-1,-1,050,-1,050,4,4270,0160,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,40,3,1,21,1,-1,1,178800,-1,1,0,6,5,1,1,2,5,1,1,1,0,0,768,0,0,768,770,0,-1,860,0,768,860,280,0,768,768,770,0,0,90,860,0,1,5,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,07:00:00,20:30:00,-1,-1,-1,20240121,1,-1,-1,-1,-1,2,-1,-1,-1,-1,3762844.992226,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,11,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,1
20240112231217,1,2024,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,1,2,-1,3,855,855,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240121,1,-1,-1,-1,-1,2,-1,-1,-1,-1,2889486.783183,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240112231228,1,2024,1,-1,-1,3210,-1,40,1,1,-1,2,-1,-1,040,-1,040,4,6070,5860,-1,-1,1,-1,-1,2,-1,1,1,2,1,32,3,1,23,17,3210,1,128400,1,1,0,8,6,5,3,2,5,1,2,1,0,0,630,0,0,720,630,720,-1,690,0,630,690,0,0,630,630,630,0,0,60,690,0,1,7,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,20240113,7,-1,-1,-1,-1,2,-1,-1,-1,-1,5324570.816696,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,43,1,11,0,0,1,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,0,0,0,0,1,1,0,1,-1,1,1,-1,1
20240112231229,1,2024,1,4,-1,-1,1693,-1,1,6,1,1,26,-1,040,-1,040,4,8180,3649,-1,-1,2,-1,-1,2,-1,2,-1,-1,-1,-1,2,1,42,11,1693,0,153846,0,1,0,16,10,3,2,2,3,1,-1,3,75,75,705,0,0,705,565,0,-1,685,0,705,565,0,0,705,705,565,0,0,0,0,0,0,7,0,0,0,1,2,-1,-1,-1,-1,-1,-1,09:00:00,21:30:00,-1,-1,-1,20240103,4,-1,-1,-1,-1,2,-1,-1,-1,-1,6523148.125572,2,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,-1,-1,0,0,0,0,-1,0,0,-1,1
20240112231235,1,2024,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,1,2,-1,3,760,760,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240104,5,-1,-1,-1,-1,2,-1,-1,-1,-1,9709825.932700,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240112231238,1,2024,1,14,-1,-1,2000,-1,1,6,1,2,52,2,-4,-1,-4,4,9080,5400,-1,-1,2,-1,-1,2,-1,-1,-1,-1,2,-1,0,2,48,17,2000,1,3846,0,2,0,20,12,5,3,2,2,2,-1,1,125,125,0,0,0,90,308,90,-1,533,0,0,393,308,0,0,0,0,0,0,90,393,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,20240127,7,-1,-1,-1,-1,2,-1,-1,-1,-1,3609243.605571,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20240112231247,1,2024,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,3,2,-1,3,690,690,0,0,0,0,0,0,-1,30,0,0,30,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240106,7,-1,-1,-1,-1,2,-1,-1,-1,-1,8563950.428122,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
